protein_filename,length,avg_plddt
AF-P0CX25-F1-model_v4.pdb,92,96.21793478260871
AF-P53753-F1-model_v4.pdb,1117,74.63925693822739
AF-P43550-F1-model_v4.pdb,591,94.56458544839256
AF-P38910-F1-model_v4.pdb,106,91.11292452830186
AF-P38207-F1-model_v4.pdb,520,82.06898076923069
AF-P25381-F1-model_v4.pdb,491,82.12209775967419
AF-Q02046-F1-model_v4.pdb,320,94.59237499999995
AF-P38814-F1-model_v4.pdb,852,59.234659624413126
AF-Q08990-F1-model_v4.pdb,100,85.38380000000005
AF-Q08993-F1-model_v4.pdb,238,62.698025210084026
AF-P39517-F1-model_v4.pdb,506,80.98557312252967
AF-Q06217-F1-model_v4.pdb,110,90.11027272727272
AF-P25040-F1-model_v4.pdb,408,76.462794117647
AF-P40025-F1-model_v4.pdb,321,86.93258566978193
AF-P32793-F1-model_v4.pdb,468,68.10344017094016
AF-P07263-F1-model_v4.pdb,546,87.13558608058598
AF-Q08361-F1-model_v4.pdb,143,89.22265734265731
AF-P36004-F1-model_v4.pdb,724,63.60842541436464
AF-P47130-F1-model_v4.pdb,423,90.68387706855786
AF-P11433-F1-model_v4.pdb,854,72.68614754098364
AF-P47090-F1-model_v4.pdb,510,83.84315686274509
AF-P50112-F1-model_v4.pdb,268,78.00462686567165
AF-Q03124-F1-model_v4.pdb,581,85.28826161790018
AF-P49704-F1-model_v4.pdb,494,77.26809716599192
AF-P46678-F1-model_v4.pdb,594,62.98077441077433
AF-P40553-F1-model_v4.pdb,215,83.07344186046514
AF-P53879-F1-model_v4.pdb,331,73.17338368580059
AF-P36136-F1-model_v4.pdb,271,92.36800738007383
AF-P06105-F1-model_v4.pdb,1222,77.94290507364977
AF-Q06624-F1-model_v4.pdb,347,92.91778097982703
AF-P19263-F1-model_v4.pdb,1082,69.80294824399255
AF-Q02207-F1-model_v4.pdb,900,93.17341111111124
AF-P36141-F1-model_v4.pdb,133,73.98789473684207
AF-P32488-F1-model_v4.pdb,338,45.843579881656794
AF-Q06005-F1-model_v4.pdb,328,87.45225609756102
AF-P47139-F1-model_v4.pdb,656,69.8630182926829
AF-P38042-F1-model_v4.pdb,758,71.1685883905014
AF-P36084-F1-model_v4.pdb,527,66.13645161290326
AF-P32656-F1-model_v4.pdb,232,93.71547413793104
AF-P47161-F1-model_v4.pdb,811,88.9784710234278
AF-P25353-F1-model_v4.pdb,742,76.13843665768195
AF-P26798-F1-model_v4.pdb,304,67.69457236842108
AF-P07249-F1-model_v4.pdb,177,73.51858757062146
AF-Q05612-F1-model_v4.pdb,105,49.517809523809525
AF-P43635-F1-model_v4.pdb,486,92.49146090534973
AF-P53915-F1-model_v4.pdb,240,94.36341666666664
AF-P25657-F1-model_v4.pdb,155,87.17245161290329
AF-P38865-F1-model_v4.pdb,189,67.62359788359785
AF-P53141-F1-model_v4.pdb,149,89.93295302013425
AF-P47024-F1-model_v4.pdb,1803,65.66545202440385
AF-P40013-F1-model_v4.pdb,344,72.54098837209304
AF-Q3E815-F1-model_v4.pdb,49,63.2626530612245
AF-P41805-F1-model_v4.pdb,221,95.0277828054299
AF-Q12310-F1-model_v4.pdb,699,59.74569384835476
AF-P50107-F1-model_v4.pdb,326,95.29187116564424
AF-P53629-F1-model_v4.pdb,642,72.54602803738322
AF-Q03772-F1-model_v4.pdb,175,71.8613714285714
AF-P32461-F1-model_v4.pdb,534,79.45500000000004
AF-Q96VH4-F1-model_v4.pdb,193,97.56150259067353
AF-Q06106-F1-model_v4.pdb,887,71.03756482525365
AF-P0CX41-F1-model_v4.pdb,137,95.0675182481752
AF-Q08225-F1-model_v4.pdb,711,94.24745428973276
AF-Q08118-F1-model_v4.pdb,586,44.51689419795223
AF-P39926-F1-model_v4.pdb,295,77.90054237288139
AF-P00958-F1-model_v4.pdb,751,93.7926498002663
AF-P32599-F1-model_v4.pdb,642,87.29665109034269
AF-P38088-F1-model_v4.pdb,690,89.51927536231881
AF-Q07381-F1-model_v4.pdb,788,81.69236040609132
AF-P32492-F1-model_v4.pdb,1471,77.29619986403799
AF-P87262-F1-model_v4.pdb,121,93.86471074380167
AF-P47045-F1-model_v4.pdb,478,76.31548117154814
AF-P39676-F1-model_v4.pdb,399,95.20300751879695
AF-Q12184-F1-model_v4.pdb,172,78.82412790697673
AF-P46999-F1-model_v4.pdb,287,64.7422648083624
AF-P48565-F1-model_v4.pdb,533,69.81105065666038
AF-P53086-F1-model_v4.pdb,805,71.12465838509323
AF-P36049-F1-model_v4.pdb,427,72.0757142857143
AF-P39722-F1-model_v4.pdb,662,86.77084592145017
AF-P32473-F1-model_v4.pdb,366,93.00418032786881
AF-P53746-F1-model_v4.pdb,719,86.50037552155776
AF-Q04868-F1-model_v4.pdb,273,88.45351648351637
AF-Q05937-F1-model_v4.pdb,343,64.97075801749271
AF-Q12214-F1-model_v4.pdb,470,90.54676595744687
AF-Q12271-F1-model_v4.pdb,1107,75.78603432700997
AF-P35196-F1-model_v4.pdb,286,85.55590909090914
AF-Q03361-F1-model_v4.pdb,876,54.98851598173521
AF-Q04433-F1-model_v4.pdb,528,33.79246212121212
AF-P35209-F1-model_v4.pdb,758,51.40076517150398
AF-Q02892-F1-model_v4.pdb,647,83.68868624420399
AF-P32892-F1-model_v4.pdb,752,70.62511968085106
AF-P52553-F1-model_v4.pdb,114,92.4678070175439
AF-P39720-F1-model_v4.pdb,1047,72.87288443170956
AF-Q05050-F1-model_v4.pdb,843,66.00391459074731
AF-P04456-F1-model_v4.pdb,142,93.10985915492954
AF-O14467-F1-model_v4.pdb,151,79.68245033112586
AF-Q12092-F1-model_v4.pdb,213,66.52845070422539
AF-P53250-F1-model_v4.pdb,332,83.893313253012
AF-P37263-F1-model_v4.pdb,153,72.27013071895428
AF-Q12106-F1-model_v4.pdb,302,78.8640066225166
AF-P32908-F1-model_v4.pdb,1225,81.53203265306138
AF-P09436-F1-model_v4.pdb,1072,91.05286380597008
AF-Q3E832-F1-model_v4.pdb,53,53.44226415094341
AF-P23394-F1-model_v4.pdb,588,80.99142857142851
AF-P04449-F1-model_v4.pdb,155,82.53858064516125
AF-P40090-F1-model_v4.pdb,624,90.98052884615379
AF-Q06567-F1-model_v4.pdb,569,81.6285588752197
AF-Q06096-F1-model_v4.pdb,861,75.10110336817652
AF-P36123-F1-model_v4.pdb,1033,62.09932236205231
AF-P36224-F1-model_v4.pdb,373,70.95104557640752
AF-P38770-F1-model_v4.pdb,471,59.450955414012725
AF-P25379-F1-model_v4.pdb,360,93.22280555555555
AF-P53903-F1-model_v4.pdb,129,74.17418604651166
AF-Q02770-F1-model_v4.pdb,301,68.19199335548169
AF-P32501-F1-model_v4.pdb,712,78.2975140449438
AF-P40492-F1-model_v4.pdb,516,81.34763565891474
AF-P25719-F1-model_v4.pdb,182,92.64813186813184
AF-P48415-F1-model_v4.pdb,2195,44.364915717539795
AF-Q12016-F1-model_v4.pdb,184,70.22092391304346
AF-Q12328-F1-model_v4.pdb,207,72.57772946859905
AF-P53932-F1-model_v4.pdb,642,68.57018691588775
AF-Q06707-F1-model_v4.pdb,132,91.91606060606061
AF-P34240-F1-model_v4.pdb,503,60.47584493041747
AF-P07270-F1-model_v4.pdb,312,60.175064102564086
AF-Q05473-F1-model_v4.pdb,314,75.5349363057325
AF-P33302-F1-model_v4.pdb,1511,80.14796823295846
AF-P39968-F1-model_v4.pdb,578,91.82456747404846
AF-P53847-F1-model_v4.pdb,754,78.06746684350134
AF-P08566-F1-model_v4.pdb,1588,89.56588790932003
AF-P38876-F1-model_v4.pdb,190,94.0836842105263
AF-P38182-F1-model_v4.pdb,117,94.39376068376068
AF-P38921-F1-model_v4.pdb,284,86.73556338028168
AF-P46943-F1-model_v4.pdb,645,81.75192248062007
AF-P43552-F1-model_v4.pdb,160,76.61824999999999
AF-P38804-F1-model_v4.pdb,111,80.75684684684687
AF-Q12347-F1-model_v4.pdb,344,84.81186046511633
AF-P32585-F1-model_v4.pdb,307,74.0188925081433
AF-Q02969-F1-model_v4.pdb,394,76.23045685279189
AF-P32566-F1-model_v4.pdb,505,68.58899009900992
AF-P32435-F1-model_v4.pdb,120,67.77208333333331
AF-P32784-F1-model_v4.pdb,759,76.13119894598158
AF-Q07799-F1-model_v4.pdb,665,78.97016541353383
AF-P40011-F1-model_v4.pdb,234,97.34974358974365
AF-Q06708-F1-model_v4.pdb,880,76.44095454545462
AF-P21192-F1-model_v4.pdb,770,49.57885714285722
AF-P32450-F1-model_v4.pdb,94,49.839574468085125
AF-Q12213-F1-model_v4.pdb,244,94.04659836065575
AF-P38193-F1-model_v4.pdb,441,62.77487528344668
AF-P25371-F1-model_v4.pdb,1049,79.43334604385139
AF-Q12450-F1-model_v4.pdb,207,85.80415458937202
AF-P40970-F1-model_v4.pdb,561,92.93855614973268
AF-Q3E833-F1-model_v4.pdb,88,89.08579545454546
AF-P47046-F1-model_v4.pdb,822,45.5100486618005
AF-P40532-F1-model_v4.pdb,138,78.27630434782613
AF-P40014-F1-model_v4.pdb,221,89.51710407239818
AF-P38140-F1-model_v4.pdb,529,72.14345935727785
AF-P15315-F1-model_v4.pdb,225,66.45906666666667
AF-Q05021-F1-model_v4.pdb,590,69.24869491525419
AF-P28834-F1-model_v4.pdb,360,91.22586111111114
AF-P87275-F1-model_v4.pdb,137,82.59029197080292
AF-P53234-F1-model_v4.pdb,283,70.16409893992937
AF-P32364-F1-model_v4.pdb,656,73.65666158536588
AF-Q08962-F1-model_v4.pdb,181,93.47337016574583
AF-Q07963-F1-model_v4.pdb,1872,77.31666132478624
AF-Q12141-F1-model_v4.pdb,1755,66.69456410256414
AF-Q03825-F1-model_v4.pdb,758,54.98614775725593
AF-Q08732-F1-model_v4.pdb,759,62.55679841897229
AF-Q3E804-F1-model_v4.pdb,55,78.45072727272729
AF-P38317-F1-model_v4.pdb,127,79.91283464566925
AF-P18888-F1-model_v4.pdb,332,64.95873493975904
AF-P32325-F1-model_v4.pdb,704,60.27590909090906
AF-Q12200-F1-model_v4.pdb,1170,85.82671794871796
AF-P89113-F1-model_v4.pdb,61,61.32557377049181
AF-P40502-F1-model_v4.pdb,157,60.238535031847135
AF-Q08964-F1-model_v4.pdb,1102,68.47338475499089
AF-P0CZ17-F1-model_v4.pdb,362,92.08433701657457
AF-P34228-F1-model_v4.pdb,1148,61.51633275261328
AF-Q12093-F1-model_v4.pdb,417,91.43748201438844
AF-P40580-F1-model_v4.pdb,263,96.57254752851712
AF-P53939-F1-model_v4.pdb,407,52.437248157248135
AF-P11076-F1-model_v4.pdb,181,84.48585635359115
AF-P38631-F1-model_v4.pdb,1876,80.1314818763327
AF-Q05809-F1-model_v4.pdb,96,87.47937500000002
AF-P41808-F1-model_v4.pdb,388,86.52917525773186
AF-P53089-F1-model_v4.pdb,101,64.24960396039604
AF-P33299-F1-model_v4.pdb,467,78.07445396145604
AF-Q03937-F1-model_v4.pdb,162,70.03432098765431
AF-P38930-F1-model_v4.pdb,258,84.77135658914725
AF-P53733-F1-model_v4.pdb,91,89.71285714285712
AF-P43132-F1-model_v4.pdb,505,83.9717821782178
AF-P38332-F1-model_v4.pdb,387,92.6342635658915
AF-P38604-F1-model_v4.pdb,731,96.89160054719558
AF-P46957-F1-model_v4.pdb,487,88.60722792607804
AF-Q8TGS9-F1-model_v4.pdb,76,50.21671052631577
AF-Q04418-F1-model_v4.pdb,439,72.26264236902045
AF-Q08281-F1-model_v4.pdb,1341,57.16030574198359
AF-P38226-F1-model_v4.pdb,397,93.65347607052902
AF-Q03480-F1-model_v4.pdb,137,29.529562043795636
AF-P10081-F1-model_v4.pdb,395,88.30881012658236
AF-Q08906-F1-model_v4.pdb,153,45.08980392156864
AF-P33323-F1-model_v4.pdb,182,34.163846153846144
AF-Q3E814-F1-model_v4.pdb,58,77.65137931034482
AF-Q08270-F1-model_v4.pdb,108,68.70842592592592
AF-Q8TGU7-F1-model_v4.pdb,68,69.02191176470586
AF-P38285-F1-model_v4.pdb,549,72.23664845173045
AF-Q3E746-F1-model_v4.pdb,53,55.870377358490586
AF-P38292-F1-model_v4.pdb,413,75.09060532687653
AF-P07276-F1-model_v4.pdb,1031,60.2984675072745
AF-P40017-F1-model_v4.pdb,923,72.81265438786569
AF-Q3E755-F1-model_v4.pdb,54,52.8274074074074
AF-Q06245-F1-model_v4.pdb,871,65.31959816303103
AF-Q05024-F1-model_v4.pdb,226,77.62115044247783
AF-Q03096-F1-model_v4.pdb,181,83.98668508287298
AF-P53295-F1-model_v4.pdb,368,83.2332880434782
AF-P36148-F1-model_v4.pdb,743,79.1824495289369
AF-Q3E829-F1-model_v4.pdb,80,84.73512500000002
AF-P40039-F1-model_v4.pdb,528,86.36215909090905
AF-P02992-F1-model_v4.pdb,437,86.95352402745998
AF-P15202-F1-model_v4.pdb,515,96.42924271844656
AF-P13365-F1-model_v4.pdb,580,65.60056896551728
AF-P53734-F1-model_v4.pdb,629,73.93356120826707
AF-Q3E742-F1-model_v4.pdb,68,74.34882352941179
AF-P48240-F1-model_v4.pdb,250,86.29368000000005
AF-P34221-F1-model_v4.pdb,468,81.32102564102557
AF-P43535-F1-model_v4.pdb,752,77.94469414893618
AF-P09938-F1-model_v4.pdb,399,83.17453634085207
AF-Q2V2P0-F1-model_v4.pdb,78,80.81076923076922
AF-P53153-F1-model_v4.pdb,274,89.97372262773723
AF-Q12219-F1-model_v4.pdb,294,68.73275510204084
AF-P41815-F1-model_v4.pdb,604,83.50763245033116
AF-P53980-F1-model_v4.pdb,444,87.01905405405415
AF-Q12366-F1-model_v4.pdb,352,74.6889772727273
AF-P18962-F1-model_v4.pdb,818,91.577652811736
AF-Q08271-F1-model_v4.pdb,471,87.29297239915088
AF-Q8TGS5-F1-model_v4.pdb,35,84.6057142857143
AF-P53099-F1-model_v4.pdb,579,82.33227979274612
AF-Q07629-F1-model_v4.pdb,317,72.75492113564673
AF-P40545-F1-model_v4.pdb,261,92.51636015325664
AF-Q99297-F1-model_v4.pdb,307,86.16342019543977
AF-O13536-F1-model_v4.pdb,103,40.6264077669903
AF-P49686-F1-model_v4.pdb,430,49.81404651162794
AF-P47152-F1-model_v4.pdb,169,57.34497041420119
AF-P40344-F1-model_v4.pdb,310,73.69764516129034
AF-P39109-F1-model_v4.pdb,1515,82.92677227722763
AF-P36044-F1-model_v4.pdb,1178,78.91133276740226
AF-P38747-F1-model_v4.pdb,307,81.98749185667752
AF-P18409-F1-model_v4.pdb,493,77.00219066937112
AF-P42073-F1-model_v4.pdb,533,63.657016885553475
AF-Q02983-F1-model_v4.pdb,363,61.0098347107438
AF-P40364-F1-model_v4.pdb,252,65.94261904761912
AF-P32499-F1-model_v4.pdb,720,56.316819444444505
AF-P53096-F1-model_v4.pdb,452,90.78783185840703
AF-Q12038-F1-model_v4.pdb,1033,86.35201355275892
AF-P11938-F1-model_v4.pdb,827,66.61557436517529
AF-P53254-F1-model_v4.pdb,1237,85.7149393694421
AF-P0C2J7-F1-model_v4.pdb,1802,64.11452830188668
AF-P53908-F1-model_v4.pdb,130,53.76438461538459
AF-P40552-F1-model_v4.pdb,269,54.63884758364312
AF-P42841-F1-model_v4.pdb,465,79.4900215053764
AF-P06700-F1-model_v4.pdb,562,80.05186832740216
AF-Q08562-F1-model_v4.pdb,1619,64.31295243977766
AF-Q12049-F1-model_v4.pdb,470,68.39546808510643
AF-Q02783-F1-model_v4.pdb,413,76.24389830508473
AF-P38177-F1-model_v4.pdb,466,63.287403433476356
AF-P39707-F1-model_v4.pdb,275,85.2001454545455
AF-P32491-F1-model_v4.pdb,506,66.43160079051385
AF-P43574-F1-model_v4.pdb,510,51.83298039215691
AF-P32490-F1-model_v4.pdb,508,67.62370078740156
AF-P07560-F1-model_v4.pdb,215,82.57213953488372
AF-P40185-F1-model_v4.pdb,145,92.27103448275858
AF-Q05541-F1-model_v4.pdb,303,77.69075907590765
AF-P25630-F1-model_v4.pdb,102,44.91950980392156
AF-P39107-F1-model_v4.pdb,395,83.30488607594931
AF-P43616-F1-model_v4.pdb,481,96.23869022869026
AF-Q92331-F1-model_v4.pdb,675,66.71568888888882
AF-P40045-F1-model_v4.pdb,126,83.62992063492058
AF-P40530-F1-model_v4.pdb,394,81.0662182741118
AF-P38219-F1-model_v4.pdb,394,88.32109137055838
AF-Q12123-F1-model_v4.pdb,353,87.58099150141642
AF-P34227-F1-model_v4.pdb,261,87.73298850574716
AF-P43597-F1-model_v4.pdb,1233,42.63444444444446
AF-Q08984-F1-model_v4.pdb,517,79.8434622823984
AF-P23615-F1-model_v4.pdb,1451,80.64943487250166
AF-P29539-F1-model_v4.pdb,1916,62.126612734864274
AF-P47089-F1-model_v4.pdb,198,72.35313131313133
AF-P32074-F1-model_v4.pdb,935,84.01805347593589
AF-Q12204-F1-model_v4.pdb,715,69.87493706293711
AF-Q12363-F1-model_v4.pdb,437,83.11485125858131
AF-P0CF20-F1-model_v4.pdb,169,78.14467455621302
AF-P53898-F1-model_v4.pdb,299,70.96819397993306
AF-P40326-F1-model_v4.pdb,108,33.014814814814805
AF-P03962-F1-model_v4.pdb,267,96.28191011235957
AF-Q99303-F1-model_v4.pdb,438,56.17089041095889
AF-P38957-F1-model_v4.pdb,223,86.56282511210766
AF-Q06593-F1-model_v4.pdb,877,84.65611174458374
AF-Q00816-F1-model_v4.pdb,1014,49.52595660749508
AF-P38315-F1-model_v4.pdb,674,81.89140949554898
AF-P38855-F1-model_v4.pdb,283,53.818621908127234
AF-P48525-F1-model_v4.pdb,536,89.12938432835816
AF-P43682-F1-model_v4.pdb,97,88.04113402061857
AF-Q8TGN9-F1-model_v4.pdb,163,33.020797546012254
AF-P39683-F1-model_v4.pdb,429,95.26909090909092
AF-P08153-F1-model_v4.pdb,709,49.243145275035246
AF-P53083-F1-model_v4.pdb,459,57.91474945533758
AF-Q08504-F1-model_v4.pdb,108,63.599629629629604
AF-Q12424-F1-model_v4.pdb,762,63.863937007874114
AF-Q08347-F1-model_v4.pdb,646,94.06154798761608
AF-P32618-F1-model_v4.pdb,956,59.73391213389114
AF-P36162-F1-model_v4.pdb,133,74.82774436090227
AF-P53870-F1-model_v4.pdb,558,84.0233333333334
AF-P38693-F1-model_v4.pdb,467,93.41274089935759
AF-Q03508-F1-model_v4.pdb,461,90.30670281995673
AF-Q3E775-F1-model_v4.pdb,16,82.76124999999999
AF-P38759-F1-model_v4.pdb,282,75.6160992907801
AF-P32339-F1-model_v4.pdb,317,86.39223974763402
AF-Q08750-F1-model_v4.pdb,479,75.49167014613776
AF-P24279-F1-model_v4.pdb,971,71.12752832131821
AF-P46677-F1-model_v4.pdb,1066,67.08156660412754
AF-Q05791-F1-model_v4.pdb,360,85.67250000000004
AF-P53394-F1-model_v4.pdb,754,78.33628647214854
AF-P38256-F1-model_v4.pdb,230,95.7495652173912
AF-Q08322-F1-model_v4.pdb,120,69.14941666666667
AF-Q3E781-F1-model_v4.pdb,34,76.67176470588235
AF-P40480-F1-model_v4.pdb,1083,59.719704524469066
AF-P38835-F1-model_v4.pdb,850,54.040976470588234
AF-P40340-F1-model_v4.pdb,1379,62.55744017403912
AF-P33204-F1-model_v4.pdb,171,93.75807017543858
AF-Q03208-F1-model_v4.pdb,357,48.06711484593836
AF-P39717-F1-model_v4.pdb,880,66.94001136363633
AF-P37262-F1-model_v4.pdb,315,85.6427301587301
AF-P53855-F1-model_v4.pdb,1592,66.60527638190962
AF-P53972-F1-model_v4.pdb,490,87.41571428571437
AF-Q07949-F1-model_v4.pdb,397,66.84365239294708
AF-P53244-F1-model_v4.pdb,586,72.54199658703071
AF-Q06340-F1-model_v4.pdb,456,68.2169078947369
AF-P50273-F1-model_v4.pdb,684,76.11576023391821
AF-Q12113-F1-model_v4.pdb,1770,65.7690847457628
AF-P36127-F1-model_v4.pdb,104,46.96721153846152
AF-Q03776-F1-model_v4.pdb,544,88.82294117647064
AF-P05737-F1-model_v4.pdb,244,94.25721311475411
AF-P07272-F1-model_v4.pdb,904,67.9870685840708
AF-P36155-F1-model_v4.pdb,307,53.901270358306185
AF-Q8TGK6-F1-model_v4.pdb,75,43.97400000000002
AF-Q05123-F1-model_v4.pdb,467,89.99852248394
AF-P38166-F1-model_v4.pdb,215,68.37553488372095
AF-P53073-F1-model_v4.pdb,190,73.91057894736842
AF-P48559-F1-model_v4.pdb,417,63.08767386091128
AF-P38623-F1-model_v4.pdb,610,62.531032786885184
AF-P0CX69-F1-model_v4.pdb,440,56.485568181818245
AF-Q12692-F1-model_v4.pdb,134,86.49410447761191
AF-Q12199-F1-model_v4.pdb,356,80.16612359550567
AF-P38815-F1-model_v4.pdb,214,77.06257009345794
AF-Q12193-F1-model_v4.pdb,1756,66.14153189066063
AF-P43497-F1-model_v4.pdb,92,64.48739130434785
AF-Q08484-F1-model_v4.pdb,637,68.169623233909
AF-Q12003-F1-model_v4.pdb,364,86.39145604395608
AF-P29509-F1-model_v4.pdb,319,96.25197492163012
AF-Q03036-F1-model_v4.pdb,179,94.32720670391065
AF-P53617-F1-model_v4.pdb,575,71.12405217391301
AF-P36527-F1-model_v4.pdb,147,86.0980272108844
AF-P47058-F1-model_v4.pdb,250,94.02460000000004
AF-P22336-F1-model_v4.pdb,621,84.07602254428335
AF-Q07980-F1-model_v4.pdb,695,65.07066187050361
AF-Q3E817-F1-model_v4.pdb,63,67.58396825396825
AF-Q07660-F1-model_v4.pdb,1125,75.72600888888884
AF-P34245-F1-model_v4.pdb,136,40.65661764705881
AF-P25585-F1-model_v4.pdb,152,40.78802631578949
AF-Q3E7Y4-F1-model_v4.pdb,105,69.64914285714286
AF-P0CX94-F1-model_v4.pdb,160,40.32518750000002
AF-P38879-F1-model_v4.pdb,174,74.01563218390797
AF-Q3E752-F1-model_v4.pdb,67,69.96805970149254
AF-P39714-F1-model_v4.pdb,382,96.59871727748694
AF-A0A023PZE8-F1-model_v4.pdb,133,45.54706766917291
AF-Q3E816-F1-model_v4.pdb,71,62.64112676056336
AF-P40034-F1-model_v4.pdb,492,84.40522357723573
AF-Q12256-F1-model_v4.pdb,659,75.46787556904403
AF-O60200-F1-model_v4.pdb,86,91.49441860465122
AF-Q12260-F1-model_v4.pdb,438,56.2247716894977
AF-I2HB52-F1-model_v4.pdb,66,56.93999999999999
AF-P53899-F1-model_v4.pdb,274,69.88981751824825
AF-P39704-F1-model_v4.pdb,215,83.75609302325584
AF-P25577-F1-model_v4.pdb,312,55.960288461538454
AF-Q3E7A3-F1-model_v4.pdb,74,60.84283783783785
AF-P06704-F1-model_v4.pdb,161,91.95422360248446
AF-Q12286-F1-model_v4.pdb,268,63.65291044776122
AF-P35842-F1-model_v4.pdb,467,93.29798715203431
AF-P36131-F1-model_v4.pdb,295,68.75061016949151
AF-P25659-F1-model_v4.pdb,250,64.33792000000004
AF-Q12063-F1-model_v4.pdb,375,79.75450666666666
AF-Q12026-F1-model_v4.pdb,108,62.27712962962963
AF-P38629-F1-model_v4.pdb,340,90.75397058823523
AF-P54861-F1-model_v4.pdb,757,79.46513870541602
AF-P53890-F1-model_v4.pdb,448,55.61274553571427
AF-P38628-F1-model_v4.pdb,557,95.54631956912026
AF-Q06150-F1-model_v4.pdb,570,78.86092982456137
AF-P32613-F1-model_v4.pdb,152,87.50875
AF-P40438-F1-model_v4.pdb,1549,78.47056810845707
AF-O13555-F1-model_v4.pdb,125,72.15672
AF-P0CX47-F1-model_v4.pdb,156,87.57557692307697
AF-P40491-F1-model_v4.pdb,155,82.04148387096777
AF-Q96VH2-F1-model_v4.pdb,84,76.22666666666667
AF-P53326-F1-model_v4.pdb,701,91.7930670470756
AF-Q12400-F1-model_v4.pdb,293,88.29088737201371
AF-P38740-F1-model_v4.pdb,315,76.42295238095241
AF-P18414-F1-model_v4.pdb,219,88.11502283105023
AF-P39724-F1-model_v4.pdb,118,82.72559322033901
AF-P07246-F1-model_v4.pdb,375,92.78685333333335
AF-P35728-F1-model_v4.pdb,441,70.67308390022676
AF-Q04183-F1-model_v4.pdb,1289,73.84181536074483
AF-Q12473-F1-model_v4.pdb,712,87.10683988764043
AF-P53196-F1-model_v4.pdb,417,93.67503597122304
AF-Q03322-F1-model_v4.pdb,224,73.64303571428569
AF-P40031-F1-model_v4.pdb,143,78.95531468531465
AF-Q04199-F1-model_v4.pdb,468,83.49235042735044
AF-P25046-F1-model_v4.pdb,220,67.73063636363635
AF-P13099-F1-model_v4.pdb,656,91.6129573170731
AF-P25037-F1-model_v4.pdb,809,70.58443757725593
AF-Q03879-F1-model_v4.pdb,124,37.96677419354839
AF-P40564-F1-model_v4.pdb,432,77.73518518518523
AF-P39102-F1-model_v4.pdb,459,76.02832244008715
AF-P22219-F1-model_v4.pdb,1454,76.90711829436033
AF-P35198-F1-model_v4.pdb,433,71.43508083140883
AF-P33734-F1-model_v4.pdb,552,95.24476449275365
AF-Q06702-F1-model_v4.pdb,301,88.63504983388712
AF-Q05900-F1-model_v4.pdb,231,67.54969696969701
AF-P25441-F1-model_v4.pdb,422,62.73075829383889
AF-P38089-F1-model_v4.pdb,393,90.35661577608131
AF-P12753-F1-model_v4.pdb,1312,78.58400914634154
AF-Q06315-F1-model_v4.pdb,1026,55.86582846003901
AF-P53907-F1-model_v4.pdb,740,57.739932432432454
AF-Q12285-F1-model_v4.pdb,212,78.58014150943393
AF-Q04897-F1-model_v4.pdb,101,57.378712871287114
