protein_filename,length,avg_plddt
AF-P24555-F1-model_v4.pdb,686,96.43721574344018
AF-P0AAL0-F1-model_v4.pdb,164,89.55719512195121
AF-P77485-F1-model_v4.pdb,480,85.06739583333322
AF-P0AEZ9-F1-model_v4.pdb,170,97.49605882352944
AF-P52005-F1-model_v4.pdb,366,90.10464480874323
AF-P33667-F1-model_v4.pdb,364,94.97472527472524
AF-P27126-F1-model_v4.pdb,311,93.98717041800647
AF-P0AFX7-F1-model_v4.pdb,216,71.03189814814812
AF-P0AE28-F1-model_v4.pdb,225,93.1607111111111
AF-P38393-F1-model_v4.pdb,73,91.13342465753425
AF-P0ABK9-F1-model_v4.pdb,478,94.77154811715485
AF-P31068-F1-model_v4.pdb,228,82.15592105263157
AF-P76397-F1-model_v4.pdb,415,86.64949397590365
AF-P0ADC8-F1-model_v4.pdb,67,78.43164179104477
AF-P04846-F1-model_v4.pdb,272,91.30595588235293
AF-P0AD83-F1-model_v4.pdb,44,52.563181818181825
AF-P33354-F1-model_v4.pdb,153,82.30274509803924
AF-P67662-F1-model_v4.pdb,309,89.05258899676377
AF-P23874-F1-model_v4.pdb,440,94.62168181818186
AF-P0A6J3-F1-model_v4.pdb,253,89.54003952569172
AF-P0AB52-F1-model_v4.pdb,117,97.3707692307692
AF-P39347-F1-model_v4.pdb,396,91.77598484848485
AF-P76356-F1-model_v4.pdb,130,66.45046153846157
AF-P16456-F1-model_v4.pdb,347,94.29478386167146
AF-C1P5Z7-F1-model_v4.pdb,43,83.75418604651163
AF-P75949-F1-model_v4.pdb,341,95.96545454545463
AF-P69937-F1-model_v4.pdb,105,91.32885714285715
AF-P37651-F1-model_v4.pdb,368,94.4723097826087
AF-P0A8C1-F1-model_v4.pdb,107,90.03383177570095
AF-P39351-F1-model_v4.pdb,109,43.14522935779818
AF-P0AA39-F1-model_v4.pdb,319,91.32269592476489
AF-P0ABD5-F1-model_v4.pdb,319,95.42918495297806
AF-P0ADL6-F1-model_v4.pdb,120,72.92525000000002
AF-P60752-F1-model_v4.pdb,582,89.33860824742261
AF-P08839-F1-model_v4.pdb,575,89.88979130434782
AF-P60293-F1-model_v4.pdb,440,86.26631818181824
AF-P0A700-F1-model_v4.pdb,116,92.16999999999996
AF-P15034-F1-model_v4.pdb,441,98.56972789115638
AF-P75688-F1-model_v4.pdb,70,62.92842857142858
AF-P71301-F1-model_v4.pdb,196,86.54627551020408
AF-P77746-F1-model_v4.pdb,300,88.66046666666671
AF-P00861-F1-model_v4.pdb,420,95.30421428571424
AF-P0AGF2-F1-model_v4.pdb,147,90.65945578231296
AF-P45425-F1-model_v4.pdb,291,95.7873195876289
AF-P0AAG8-F1-model_v4.pdb,506,90.0059683794465
AF-P27241-F1-model_v4.pdb,283,91.6966431095406
AF-P75914-F1-model_v4.pdb,245,97.63624489795916
AF-P76541-F1-model_v4.pdb,219,96.96515981735159
AF-P16916-F1-model_v4.pdb,1377,81.63859840232392
AF-P0AF48-F1-model_v4.pdb,138,97.49282608695655
AF-P06959-F1-model_v4.pdb,630,76.98761904761906
AF-P0ACY1-F1-model_v4.pdb,183,95.927868852459
AF-P75905-F1-model_v4.pdb,441,89.62385487528348
AF-P0A6L9-F1-model_v4.pdb,171,94.41380116959067
AF-P45750-F1-model_v4.pdb,134,79.88746268656719
AF-P39286-F1-model_v4.pdb,350,81.3078285714285
AF-P0AEH1-F1-model_v4.pdb,450,92.9032666666667
AF-P77399-F1-model_v4.pdb,714,93.18897759103639
AF-P0ABU2-F1-model_v4.pdb,363,90.49327823691462
AF-P0AEN8-F1-model_v4.pdb,140,97.16857142857143
AF-P0AD96-F1-model_v4.pdb,367,95.19016348773836
AF-P76280-F1-model_v4.pdb,218,90.18922018348626
AF-P37671-F1-model_v4.pdb,282,87.74219858156029
AF-P46879-F1-model_v4.pdb,83,68.64590361445782
AF-P0AD17-F1-model_v4.pdb,195,83.21687179487178
AF-P75942-F1-model_v4.pdb,313,74.28348242811498
AF-P0AF54-F1-model_v4.pdb,104,80.14528846153847
AF-P23910-F1-model_v4.pdb,394,91.90289340101522
AF-P0ABF4-F1-model_v4.pdb,97,93.70979381443301
AF-P0DP22-F1-model_v4.pdb,186,87.64892473118283
AF-P69380-F1-model_v4.pdb,300,87.6372333333334
AF-P52643-F1-model_v4.pdb,329,96.22750759878416
AF-P71237-F1-model_v4.pdb,405,94.3941234567901
AF-P0CF58-F1-model_v4.pdb,301,86.23156146179396
AF-P30860-F1-model_v4.pdb,243,94.42658436213996
AF-P0A9Y6-F1-model_v4.pdb,69,90.10507246376812
AF-P52052-F1-model_v4.pdb,326,94.58917177914115
AF-P76206-F1-model_v4.pdb,252,82.33960317460313
AF-P77395-F1-model_v4.pdb,284,94.25739436619713
AF-P77596-F1-model_v4.pdb,655,95.36995419847324
AF-P76909-F1-model_v4.pdb,217,93.33705069124429
AF-P33355-F1-model_v4.pdb,156,96.51403846153845
AF-Q2M5U1-F1-model_v4.pdb,53,84.73905660377359
AF-P76484-F1-model_v4.pdb,238,93.47512605042013
AF-P77398-F1-model_v4.pdb,660,92.45921212121212
AF-P31574-F1-model_v4.pdb,313,94.4473482428115
AF-P37636-F1-model_v4.pdb,385,87.10449350649348
AF-P77237-F1-model_v4.pdb,71,87.84366197183098
AF-P42904-F1-model_v4.pdb,157,96.28216560509554
AF-P0ACJ5-F1-model_v4.pdb,152,96.12868421052634
AF-P0ADE8-F1-model_v4.pdb,326,96.50417177914102
AF-Q46942-F1-model_v4.pdb,269,81.60483271375467
AF-P75794-F1-model_v4.pdb,299,96.97551839464887
AF-P37024-F1-model_v4.pdb,809,91.44646477132274
AF-P0AFR2-F1-model_v4.pdb,559,91.98323792486597
AF-P0AEZ1-F1-model_v4.pdb,296,95.15263513513517
AF-P76569-F1-model_v4.pdb,119,95.41487394957987
AF-P69348-F1-model_v4.pdb,84,96.6872619047619
AF-P38134-F1-model_v4.pdb,726,84.49418732782374
AF-P37649-F1-model_v4.pdb,662,86.00528700906342
AF-P76323-F1-model_v4.pdb,92,74.6805434782609
AF-P15005-F1-model_v4.pdb,459,88.59535947712413
AF-P0A8L7-F1-model_v4.pdb,109,86.07128440366968
AF-P31547-F1-model_v4.pdb,217,95.81870967741933
AF-P13016-F1-model_v4.pdb,183,97.20677595628408
AF-P69212-F1-model_v4.pdb,121,89.62677685950413
AF-P09551-F1-model_v4.pdb,260,94.19326923076922
AF-P65298-F1-model_v4.pdb,85,89.94188235294116
AF-P07650-F1-model_v4.pdb,440,96.61604545454543
AF-P32099-F1-model_v4.pdb,338,92.61053254437877
AF-P0A9R4-F1-model_v4.pdb,111,96.30774774774771
AF-P76558-F1-model_v4.pdb,759,91.07137022397905
AF-P24215-F1-model_v4.pdb,394,96.63337563451779
AF-P07395-F1-model_v4.pdb,795,94.72667924528297
AF-P61175-F1-model_v4.pdb,110,95.895
AF-P69423-F1-model_v4.pdb,258,84.24569767441861
AF-Q2EES1-F1-model_v4.pdb,35,84.932
AF-P31660-F1-model_v4.pdb,389,94.12385604113122
AF-P18392-F1-model_v4.pdb,433,80.9060046189376
AF-P0AGD1-F1-model_v4.pdb,173,94.72236994219652
AF-Q46796-F1-model_v4.pdb,99,78.46656565656569
AF-P0A7D7-F1-model_v4.pdb,237,96.42527426160335
AF-P65294-F1-model_v4.pdb,72,83.4977777777778
AF-P32139-F1-model_v4.pdb,308,95.72525974025974
AF-P37660-F1-model_v4.pdb,423,88.45513002364065
AF-P75993-F1-model_v4.pdb,88,92.13602272727273
AF-P77357-F1-model_v4.pdb,436,96.69573394495404
AF-P39308-F1-model_v4.pdb,264,57.643106060606065
AF-P0CF53-F1-model_v4.pdb,301,86.97186046511635
AF-P0AFE0-F1-model_v4.pdb,184,86.53195652173909
AF-P75829-F1-model_v4.pdb,330,88.96809090909093
AF-P76111-F1-model_v4.pdb,149,90.8937583892618
AF-P0AFD4-F1-model_v4.pdb,325,88.84627692307694
AF-P56976-F1-model_v4.pdb,41,84.6348780487805
AF-P0AFC3-F1-model_v4.pdb,147,81.2609523809524
AF-P60632-F1-model_v4.pdb,132,90.33053030303033
AF-P0C066-F1-model_v4.pdb,359,90.92108635097489
AF-P21437-F1-model_v4.pdb,321,96.63429906542059
AF-P0A8N7-F1-model_v4.pdb,325,96.03058461538458
AF-P0AGD3-F1-model_v4.pdb,193,98.2684974093264
AF-P32717-F1-model_v4.pdb,661,93.79334341906197
AF-P77389-F1-model_v4.pdb,389,92.36933161953728
AF-P0AAB4-F1-model_v4.pdb,497,92.46239436619712
AF-P0AD99-F1-model_v4.pdb,439,87.69097949886104
AF-P0AEC8-F1-model_v4.pdb,543,82.70500920810316
AF-P0ADQ5-F1-model_v4.pdb,72,76.9201388888889
AF-P0ACK5-F1-model_v4.pdb,252,90.75150793650793
AF-P0AF78-F1-model_v4.pdb,232,76.86711206896548
AF-P37642-F1-model_v4.pdb,337,80.76433234421363
AF-P37351-F1-model_v4.pdb,149,97.82221476510067
AF-P45758-F1-model_v4.pdb,650,82.52173846153843
AF-P0AD57-F1-model_v4.pdb,323,93.36204334365323
AF-P61517-F1-model_v4.pdb,220,94.60409090909089
AF-P08622-F1-model_v4.pdb,376,85.60143617021272
AF-P76037-F1-model_v4.pdb,461,85.80496746203904
AF-P0AG67-F1-model_v4.pdb,557,70.1691741472172
AF-P0AF24-F1-model_v4.pdb,250,97.12168
AF-P0A9D2-F1-model_v4.pdb,201,98.10721393034831
AF-P77674-F1-model_v4.pdb,474,98.69369198312242
AF-Q47679-F1-model_v4.pdb,256,97.30535156249998
AF-Q46824-F1-model_v4.pdb,135,78.23222222222226
AF-P0A903-F1-model_v4.pdb,344,87.36880813953489
AF-P77463-F1-model_v4.pdb,298,88.2961409395973
AF-P19932-F1-model_v4.pdb,285,87.03740350877194
AF-P0C0V0-F1-model_v4.pdb,474,85.36128691983126
AF-P67660-F1-model_v4.pdb,298,92.04862416107383
AF-P33595-F1-model_v4.pdb,551,91.99711433756806
AF-P77726-F1-model_v4.pdb,454,89.19185022026436
AF-P77737-F1-model_v4.pdb,334,91.82023952095808
AF-P28912-F1-model_v4.pdb,378,85.89587301587301
AF-P0AFT2-F1-model_v4.pdb,222,94.95405405405401
AF-P25524-F1-model_v4.pdb,427,98.15641686182676
AF-P32153-F1-model_v4.pdb,356,96.6873314606742
AF-P0C037-F1-model_v4.pdb,94,97.54531914893617
AF-P30744-F1-model_v4.pdb,455,95.48402197802194
AF-P77376-F1-model_v4.pdb,346,95.89349710982668
AF-P67153-F1-model_v4.pdb,219,92.92269406392691
AF-P61889-F1-model_v4.pdb,312,96.97381410256409
AF-P0AF82-F1-model_v4.pdb,91,81.61109890109887
AF-P26612-F1-model_v4.pdb,495,97.57125252525256
AF-P75763-F1-model_v4.pdb,477,93.9141719077568
AF-P25534-F1-model_v4.pdb,392,91.40660714285706
AF-P0CF90-F1-model_v4.pdb,383,89.02070496083554
AF-P08204-F1-model_v4.pdb,566,94.80814487632503
AF-P12295-F1-model_v4.pdb,229,95.91489082969441
AF-P77390-F1-model_v4.pdb,352,90.78414772727275
AF-P39836-F1-model_v4.pdb,332,85.4931325301205
AF-P77622-F1-model_v4.pdb,308,90.47717532467527
AF-P75973-F1-model_v4.pdb,102,76.67029411764706
AF-P39282-F1-model_v4.pdb,500,90.26841999999992
AF-P0DPP7-F1-model_v4.pdb,56,80.95625
AF-P39383-F1-model_v4.pdb,255,95.53537254901964
AF-P07363-F1-model_v4.pdb,654,81.23896024464831
AF-P07822-F1-model_v4.pdb,296,93.65435810810807
AF-P77297-F1-model_v4.pdb,287,94.46226480836242
AF-P0ADA7-F1-model_v4.pdb,72,75.57097222222222
AF-P33554-F1-model_v4.pdb,156,90.63897435897437
AF-P75849-F1-model_v4.pdb,215,97.12693023255814
AF-P31446-F1-model_v4.pdb,149,81.85791946308723
AF-P0AFA2-F1-model_v4.pdb,598,83.99222408026745
AF-P32676-F1-model_v4.pdb,113,96.50946902654867
AF-P0ADP7-F1-model_v4.pdb,201,73.83457711442786
AF-P0ABY2-F1-model_v4.pdb,121,84.75876033057853
AF-P00393-F1-model_v4.pdb,434,89.70617511520732
AF-P0AAJ1-F1-model_v4.pdb,205,96.92141463414643
AF-Q46916-F1-model_v4.pdb,450,89.05706666666669
AF-P76239-F1-model_v4.pdb,34,93.90323529411764
AF-P0DPN1-F1-model_v4.pdb,39,85.95717948717947
AF-P45469-F1-model_v4.pdb,211,89.4501895734597
AF-P64616-F1-model_v4.pdb,90,96.173
AF-P0A8Z0-F1-model_v4.pdb,132,94.57946969696967
AF-P0AA25-F1-model_v4.pdb,109,95.3076146788991
AF-P76521-F1-model_v4.pdb,80,80.62549999999999
AF-P52060-F1-model_v4.pdb,96,88.06114583333334
AF-P52067-F1-model_v4.pdb,406,90.91665024630545
AF-P22787-F1-model_v4.pdb,506,88.51808300395248
AF-P0AC59-F1-model_v4.pdb,215,98.58069767441856
AF-P37305-F1-model_v4.pdb,50,69.69720000000001
AF-P45472-F1-model_v4.pdb,100,91.44740000000006
AF-P0DPM9-F1-model_v4.pdb,74,79.20148648648647
AF-P0AFJ5-F1-model_v4.pdb,229,87.67956331877734
AF-P46141-F1-model_v4.pdb,107,74.52775700934576
AF-Q46806-F1-model_v4.pdb,461,97.65117136659438
AF-P67430-F1-model_v4.pdb,199,92.57804020100505
AF-P0C960-F1-model_v4.pdb,203,93.47216748768477
AF-P52086-F1-model_v4.pdb,203,97.86571428571429
AF-P0A7W7-F1-model_v4.pdb,130,94.86846153846157
AF-P39359-F1-model_v4.pdb,301,98.01099667774086
AF-P0A9H9-F1-model_v4.pdb,214,82.44948598130838
AF-P69776-F1-model_v4.pdb,78,84.51141025641026
AF-P27844-F1-model_v4.pdb,296,92.37847972972965
AF-P0A8J8-F1-model_v4.pdb,421,89.17123515439437
AF-P37340-F1-model_v4.pdb,457,70.48363238512034
AF-P75981-F1-model_v4.pdb,263,93.25958174904933
AF-P30140-F1-model_v4.pdb,377,95.04037135278512
AF-P0A738-F1-model_v4.pdb,161,93.64527950310557
AF-P16701-F1-model_v4.pdb,277,89.49364620938627
AF-P61316-F1-model_v4.pdb,203,90.11566502463054
AF-P27128-F1-model_v4.pdb,339,94.38958702064893
AF-P37095-F1-model_v4.pdb,427,97.07412177985947
AF-P0AER5-F1-model_v4.pdb,224,93.28169642857142
AF-P28638-F1-model_v4.pdb,294,91.42758503401349
AF-P62707-F1-model_v4.pdb,250,95.88776000000001
AF-P21338-F1-model_v4.pdb,268,94.47186567164177
AF-A5A615-F1-model_v4.pdb,31,90.55612903225804
AF-Q46941-F1-model_v4.pdb,210,85.76766666666671
AF-P0ACF4-F1-model_v4.pdb,90,97.419
AF-P31549-F1-model_v4.pdb,536,86.4870335820896
AF-P29217-F1-model_v4.pdb,215,90.9485581395349
AF-P39830-F1-model_v4.pdb,558,86.36969534050185
AF-P76616-F1-model_v4.pdb,750,76.28722666666667
AF-P0A7Y8-F1-model_v4.pdb,119,78.94941176470586
AF-P71297-F1-model_v4.pdb,146,63.814589041095864
AF-P56257-F1-model_v4.pdb,75,47.19920000000002
AF-P0A9X1-F1-model_v4.pdb,251,85.54007968127489
AF-P37327-F1-model_v4.pdb,310,89.0993870967742
AF-P77249-F1-model_v4.pdb,230,93.70269565217389
AF-P37664-F1-model_v4.pdb,146,96.23828767123283
AF-P0A752-F1-model_v4.pdb,213,94.10469483568076
AF-P27896-F1-model_v4.pdb,566,87.41439929328634
AF-P32135-F1-model_v4.pdb,421,90.93391923990504
AF-P64453-F1-model_v4.pdb,57,70.30122807017544
AF-P76352-F1-model_v4.pdb,547,79.14784277879335
AF-P0ACS2-F1-model_v4.pdb,154,81.85961038961041
AF-P0A9U3-F1-model_v4.pdb,530,91.50433962264161
AF-P08365-F1-model_v4.pdb,83,91.75686746987955
AF-P0A8D3-F1-model_v4.pdb,152,90.64006578947372
AF-P37195-F1-model_v4.pdb,176,94.18267045454544
AF-P52106-F1-model_v4.pdb,216,85.83541666666667
AF-P69910-F1-model_v4.pdb,466,96.21796137339066
AF-P26266-F1-model_v4.pdb,377,87.1906896551724
AF-P30871-F1-model_v4.pdb,433,97.3549191685912
AF-P16685-F1-model_v4.pdb,150,94.49579999999997
AF-P0AC78-F1-model_v4.pdb,367,90.6634877384196
AF-P16433-F1-model_v4.pdb,255,87.8076862745098
AF-P0AF59-F1-model_v4.pdb,76,92.85868421052629
AF-P77460-F1-model_v4.pdb,194,96.64469072164948
AF-P06715-F1-model_v4.pdb,450,98.31611111111113
AF-P28248-F1-model_v4.pdb,193,98.25611398963738
AF-P0AG86-F1-model_v4.pdb,155,89.45612903225808
AF-P77634-F1-model_v4.pdb,265,90.72358490566039
AF-P38684-F1-model_v4.pdb,230,89.52578260869561
AF-P0AG84-F1-model_v4.pdb,294,98.29340136054415
AF-P77202-F1-model_v4.pdb,248,93.08866935483873
AF-P76632-F1-model_v4.pdb,160,94.97331249999999
AF-P23909-F1-model_v4.pdb,853,91.2806916764361
AF-Q46901-F1-model_v4.pdb,502,92.97900398406378
AF-P19323-F1-model_v4.pdb,692,83.48715317919074
AF-P23893-F1-model_v4.pdb,426,97.08838028169018
AF-P00350-F1-model_v4.pdb,468,98.03976495726502
AF-P24192-F1-model_v4.pdb,373,93.23804289544243
AF-P0AAS5-F1-model_v4.pdb,271,95.44380073800733
AF-P0A6G5-F1-model_v4.pdb,183,96.1243169398907
AF-P30014-F1-model_v4.pdb,215,94.80293023255817
AF-P64461-F1-model_v4.pdb,96,98.02781249999994
AF-P0AE72-F1-model_v4.pdb,82,92.84597560975608
AF-P0A9R7-F1-model_v4.pdb,222,92.01774774774775
AF-P21693-F1-model_v4.pdb,457,90.91669584245074
AF-P0ADM4-F1-model_v4.pdb,110,67.66781818181819
AF-P0A6F1-F1-model_v4.pdb,382,98.07369109947648
AF-P0AFM6-F1-model_v4.pdb,222,85.31554054054055
AF-P0AAS3-F1-model_v4.pdb,152,82.9296052631579
AF-P56579-F1-model_v4.pdb,187,88.81010695187166
AF-P67127-F1-model_v4.pdb,237,86.50274261603381
AF-P0ABP8-F1-model_v4.pdb,239,97.0399581589958
AF-P0ACS7-F1-model_v4.pdb,296,90.78516891891891
AF-Q47149-F1-model_v4.pdb,92,95.95413043478261
AF-P75769-F1-model_v4.pdb,237,82.77113924050637
AF-P23842-F1-model_v4.pdb,729,87.80241426611796
AF-P0A7L0-F1-model_v4.pdb,234,83.16098290598298
AF-P46857-F1-model_v4.pdb,94,95.22691489361702
AF-P42591-F1-model_v4.pdb,356,87.38921348314616
AF-P0AEM4-F1-model_v4.pdb,97,71.08092783505153
AF-P76345-F1-model_v4.pdb,176,96.41113636363637
AF-P0A7V3-F1-model_v4.pdb,233,89.39772532188847
AF-P52134-F1-model_v4.pdb,78,79.52705128205127
AF-P62617-F1-model_v4.pdb,159,96.57415094339623
AF-P0A9M5-F1-model_v4.pdb,152,94.58763157894735
AF-P0AD21-F1-model_v4.pdb,114,80.31622807017547
AF-P08722-F1-model_v4.pdb,625,86.61222400000013
AF-P40191-F1-model_v4.pdb,283,93.14399293286219
AF-Q46789-F1-model_v4.pdb,72,68.39138888888893
AF-P0AEJ2-F1-model_v4.pdb,391,94.77585677749363
AF-P0C0L7-F1-model_v4.pdb,500,82.77246000000004
AF-P0ACB4-F1-model_v4.pdb,181,95.49082872928182
AF-P32701-F1-model_v4.pdb,528,88.03867424242418
AF-P39280-F1-model_v4.pdb,342,95.0585087719298
AF-P19931-F1-model_v4.pdb,132,91.61810606060604
AF-P37680-F1-model_v4.pdb,231,96.77497835497836
AF-P76575-F1-model_v4.pdb,71,88.62521126760566
AF-P04128-F1-model_v4.pdb,182,84.14873626373627
AF-P64638-F1-model_v4.pdb,78,78.57051282051283
AF-P31473-F1-model_v4.pdb,498,89.89281124497987
AF-P77328-F1-model_v4.pdb,433,89.45896073902999
AF-P0A6S0-F1-model_v4.pdb,232,80.48551724137926
AF-P37621-F1-model_v4.pdb,405,88.66286419753077
AF-P64524-F1-model_v4.pdb,124,79.9725
AF-P23837-F1-model_v4.pdb,486,82.99602880658438
AF-P0A9P6-F1-model_v4.pdb,629,79.24888712241652
AF-P26647-F1-model_v4.pdb,245,94.30910204081634
AF-P39452-F1-model_v4.pdb,714,93.73560224089638
AF-P77234-F1-model_v4.pdb,325,96.11470769230765
AF-P37325-F1-model_v4.pdb,296,92.6038851351352
AF-P23869-F1-model_v4.pdb,164,98.23310975609759
AF-P0A9E9-F1-model_v4.pdb,219,92.19529680365301
AF-P31449-F1-model_v4.pdb,297,88.49464646464642
AF-P76330-F1-model_v4.pdb,564,88.1879432624114
AF-P45428-F1-model_v4.pdb,455,93.68600000000006
AF-P39410-F1-model_v4.pdb,443,94.13029345372462
AF-P22259-F1-model_v4.pdb,540,94.4031111111112
AF-P0A894-F1-model_v4.pdb,284,89.77859154929575
AF-P0AFU0-F1-model_v4.pdb,364,83.20939560439562
AF-P0A9G2-F1-model_v4.pdb,301,89.5109634551495
AF-P36673-F1-model_v4.pdb,315,93.47609523809528
AF-P0A7M2-F1-model_v4.pdb,78,94.75474358974357
AF-P43671-F1-model_v4.pdb,546,81.50540293040284
AF-P0AEH8-F1-model_v4.pdb,153,90.49777777777777
AF-P0ABZ4-F1-model_v4.pdb,188,96.71154255319148
AF-P39838-F1-model_v4.pdb,890,82.92515730337084
AF-P0A6S5-F1-model_v4.pdb,103,80.26864077669902
AF-P39357-F1-model_v4.pdb,449,89.38498886414249
AF-P31064-F1-model_v4.pdb,401,91.16114713216959
AF-P45522-F1-model_v4.pdb,601,84.00427620632281
AF-P0AFG3-F1-model_v4.pdb,933,93.81766345123256
AF-P68661-F1-model_v4.pdb,96,94.91802083333329
AF-P31827-F1-model_v4.pdb,790,89.82448101265831
AF-P0AEB7-F1-model_v4.pdb,114,97.97456140350876
AF-P17115-F1-model_v4.pdb,321,94.2221183800623
AF-P14175-F1-model_v4.pdb,400,90.24305000000004
AF-P39354-F1-model_v4.pdb,76,88.84776315789475
AF-P07364-F1-model_v4.pdb,286,93.12402097902097
AF-P77731-F1-model_v4.pdb,160,97.17062499999996
AF-P08390-F1-model_v4.pdb,337,95.91857566765586
AF-P0A9Q1-F1-model_v4.pdb,238,91.090756302521
AF-P19930-F1-model_v4.pdb,195,85.32958974358975
AF-P64519-F1-model_v4.pdb,75,71.76333333333334
AF-P0DKB3-F1-model_v4.pdb,42,70.41166666666665
AF-P0A8G9-F1-model_v4.pdb,80,84.24574999999999
AF-P0A6S3-F1-model_v4.pdb,365,83.48813698630128
AF-P39196-F1-model_v4.pdb,397,92.90304785894214
AF-P39380-F1-model_v4.pdb,184,95.63173913043481
AF-P76143-F1-model_v4.pdb,291,96.4067010309278
